feature,n_active,path_rate,modality,modality_ratio,concept,specificity,top_gene,top_gene_frac,top_family,top_family_frac,top_sub,top_sub_frac,gly_from,cys_from,cys_to,pro_to,mean_hydro_change,mean_charge_change,mean_vol_change,pos_clustered,mean_pLI,top_go_1,top_go_2,top_go_3
5853,3572,0.082,cross-mo,0.598,benign-general,1,CSF2RA,0.011,transporter,0.022,R>Q,0.624,0.011,0.006,0.017,0.028,2.0,0.98,39.0,False,0.203,GO:0005829,GO:0005634,GO:0005886
5857,27,0.0,cross-mo,0.585,unresolved,0,CELF4,0.2,ion_channel,0.05,A>T,0.7,0.0,0.0,0.0,0.0,2.42,0.0,23.5,False,0.738,GO:0005634,GO:0005737,GO:0005654
5859,2961,0.638,cross-mo,0.575,unresolved,0,TCF4,0.014,transporter,0.034,K>E,0.095,0.047,0.047,0.0,0.014,2.49,0.64,46.7,False,0.271,GO:0005634,GO:0005886,GO:0005829
5861,2335,0.032,cross-mo,0.597,benign-general,1,KLHL41,0.017,transporter,0.06,V>I,0.974,0.0,0.0,0.0,0.0,0.42,0.01,26.9,False,0.195,GO:0005886,GO:0005737,GO:0005829
5870,19,1.0,cross-mo,0.583,mechanism:charge-reversal,2,TWIST1,0.15,keratin,0.15,E>Q,0.5,0.05,0.0,0.0,0.0,1.48,1.02,23.5,False,0.531,GO:0005634,GO:0000981,GO:0006357
5871,2782,0.037,cross-mo,0.586,benign-general,1,MISP,0.014,transporter,0.029,R>H,0.993,0.0,0.0,0.0,0.0,1.3,0.5,20.3,False,0.182,GO:0005886,GO:0005829,GO:0005634
5873,171,0.6,cross-mo,0.596,unresolved,0,TMPO,0.05,transporter,0.1,T>I,0.35,0.0,0.1,0.0,0.05,4.13,0.1,57.7,False,0.319,GO:0005634,GO:0005829,GO:0042802
5875,6307,0.048,cross-mo,0.621,benign-general,1,ACOT2,0.006,transporter,0.035,Q>R,0.517,0.0,0.0,0.0,0.054,1.45,0.76,23.5,False,0.224,GO:0005634,GO:0005829,GO:0005886
5878,98,0.625,cross-mo,0.57,mechanism:charge-reversal,2,PAX9,0.1,hemoglobin,0.05,R>W,0.85,0.0,0.0,0.0,0.05,3.82,1.0,55.3,False,0.145,GO:0005886,GO:0070062,GO:0005615
5884,200,0.111,cross-mo,0.624,mechanism:cysteine-gain,4,NUBPL,0.05,other,0.0,R>C,0.65,0.0,0.0,0.65,0.0,6.0,0.92,55.8,True,0.005,GO:0005739,GO:0005759,GO:0005743
5885,20,1.0,cross-mo,0.561,mechanism:proline-introduction,3,GAA,0.1,transporter,0.05,L>P,0.85,0.0,0.0,0.0,0.85,5.47,0.1,47.7,False,0.308,GO:0005886,GO:0070062,GO:0005737
5891,26,1.0,cross-mo,0.569,mechanism:charge-reversal,2,FOXP1,0.15,other,0.0,R>H,0.3,0.0,0.0,0.3,0.1,3.84,0.85,44.6,False,0.687,GO:0005634,GO:0000785,GO:0000981
5893,640,0.0,cross-mo,0.593,benign-general,1,DBX2,0.031,RAS_MAPK,0.031,D>N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,False,0.104,GO:0005634,GO:0005829,GO:0005654
5894,33,0.375,cross-mo,0.565,unresolved,0,MC2R,0.05,ion_channel,0.1,A>S,1.0,0.0,0.0,0.0,0.0,2.6,0.0,0.4,False,0.232,GO:0005886,GO:0042802,GO:0016020
5895,329,0.286,cross-mo,0.597,mechanism:cysteine-gain,4,TYW3,0.05,other,0.0,R>C,1.0,0.0,0.0,1.0,0.0,7.0,1.0,64.9,False,0.348,GO:0005634,GO:0005886,GO:0043197
5896,138,0.364,cross-mo,0.592,mechanism:cysteine-gain,4,PAH,0.05,other,0.0,R>C,0.75,0.0,0.0,0.8,0.0,6.26,0.95,60.2,False,0.071,GO:0005829,GO:0005737,GO:0005886
5897,26995,0.678,cross-mo,0.637,unresolved,0,LDLR,0.019,transporter,0.041,P>T,0.041,0.023,0.036,0.051,0.036,2.92,0.44,45.1,False,0.245,GO:0005886,GO:0005829,GO:0005634
5899,3312,0.0,dna-driv,0.254,benign-general,1,OR13C5,0.012,transporter,0.03,R>Q,0.279,0.079,0.061,0.024,0.079,2.53,0.6,38.8,False,0.151,GO:0005634,GO:0005829,GO:0005886
5900,24,0.875,cross-mo,0.56,unresolved,0,KIF22,0.15,transporter,0.1,P>L,0.55,0.0,0.0,0.0,0.0,3.84,0.0,42.5,False,0.239,GO:0005737,GO:0005829,GO:0005886
5901,36,0.444,cross-mo,0.589,unresolved,0,GPD1,0.1,RAS_MAPK,0.1,S>L,0.2,0.0,0.0,0.1,0.2,3.21,0.08,43.0,False,0.23,GO:0005829,GO:0005886,GO:0005737
5902,492,0.0,cross-mo,0.603,mechanism:glycine-loss,2,SMAD7,0.042,transporter,0.042,G>E,1.0,1.0,0.0,0.0,0.0,3.1,1.0,78.3,False,0.383,GO:0005634,GO:0005886,GO:0005737
5905,241,-1.0,cross-mo,0.623,benign-general,1,IL2RB,0.1,transporter,0.05,P>T,1.0,0.0,0.0,0.0,0.0,0.9,0.0,3.4,False,0.092,GO:0005737,GO:0005634,GO:0005829
5906,488,0.0,cross-mo,0.58,benign-general,1,LSM14A,0.042,ion_channel,0.042,P>L,0.167,0.167,0.042,0.083,0.083,3.32,0.4,48.8,False,0.373,GO:0005737,GO:0005886,GO:0005829
5907,60,-1.0,cross-mo,0.574,benign-general,1,FKRP,0.1,coagulation,0.05,V>L,0.8,0.0,0.0,0.0,0.0,0.46,0.0,21.4,False,0.154,GO:0005829,GO:0070062,GO:0005615
5913,35,0.667,cross-mo,0.544,unresolved,0,MFRP,0.05,keratin,0.05,C>Y,0.45,0.0,0.45,0.1,0.0,4.46,0.35,59.4,False,0.163,GO:0005886,GO:0016020,GO:0070062
5914,456,0.143,cross-mo,0.593,unresolved,0,PPM1D,0.136,other,0.0,P>L,0.5,0.136,0.0,0.0,0.0,3.7,0.18,62.4,False,0.178,GO:0005829,GO:0005634,GO:0005654
5917,22,0.0,cross-mo,0.589,unresolved,0,ZNF808,0.15,other,0.0,R>Q,0.3,0.0,0.0,0.1,0.05,2.82,0.88,40.5,False,0.086,GO:0005634,GO:0008270,GO:0006357
5921,98,0.917,cross-mo,0.585,mechanism:charge-reversal,2,MLH1,0.1,cardiac_sarcomere,0.05,K>E,0.85,0.0,0.0,0.0,0.0,1.08,1.85,31.0,False,0.293,GO:0005829,GO:0005654,GO:0005524
5922,3050,0.754,cross-mo,0.578,unresolved,0,ELN,0.026,keratin,0.033,E>G,0.059,0.072,0.039,0.039,0.039,3.06,0.57,50.0,False,0.367,GO:0005634,GO:0005829,GO:0005737
5926,5896,0.077,cross-mo,0.612,benign-general,1,PRSS1,0.01,ion_channel,0.014,K>T,0.262,0.0,0.0,0.0,0.0,1.43,1.14,33.4,False,0.184,GO:0005634,GO:0005886,GO:0005737
5928,10296,0.123,dna-driv,0.145,unresolved,0,ENG,0.008,transporter,0.016,E>K,0.058,0.095,0.023,0.033,0.012,2.4,0.51,45.0,False,0.209,GO:0005634,GO:0005886,GO:0005829
5929,145,0.429,cross-mo,0.599,unresolved,0,KIF25,0.05,transporter,0.05,R>C,0.15,0.05,0.0,0.15,0.15,3.27,0.6,59.9,False,0.113,GO:0005886,GO:0005576,GO:0005737
5930,362,0.538,cross-mo,0.601,unresolved,0,H1-4,0.05,keratin,0.15,L>F,0.2,0.05,0.0,0.05,0.0,2.2,0.45,47.3,False,0.206,GO:0005886,GO:0016020,GO:0070062
5932,882,0.8,cross-mo,0.578,mechanism:charge-reversal,2,MSH2,0.091,transporter,0.045,D>G,0.932,0.0,0.0,0.0,0.0,3.36,1.0,48.7,False,0.397,GO:0005829,GO:0005654,GO:0005634
5933,692,0.0,cross-mo,0.606,mechanism:hydrophobicity-switch,2,CFAP410,0.029,other,0.0,L>P,1.0,0.0,0.0,0.0,1.0,5.4,0.0,54.0,False,0.188,GO:0005634,GO:0005829,GO:0005654
5935,362,-1.0,cross-mo,0.59,benign-general,1,WNT5B,0.05,other,0.0,P>S,1.0,0.0,0.0,0.0,0.0,0.8,0.0,23.7,True,0.229,GO:0005739,GO:0005886,GO:0005759
5945,221,-1.0,cross-mo,0.613,benign-general,1,FUT8,0.05,other,0.0,Y>F,1.0,0.0,0.0,0.0,0.0,4.1,0.0,3.7,False,0.269,GO:0005737,GO:0005829,GO:0005634
5947,307,-1.0,cross-mo,0.44,benign-general,1,MAPK7,0.05,other,0.0,Q>K,0.25,0.1,0.15,0.0,0.0,1.56,0.75,49.6,False,0.333,GO:0005829,GO:0005737,GO:0005654
5950,39,0.9,cross-mo,0.448,unresolved,0,GLB1,0.1,transporter,0.05,D>G,0.1,0.0,0.1,0.05,0.1,3.94,0.52,38.1,False,0.445,GO:0005829,GO:0005737,GO:0016020
5951,49,0.286,cross-mo,0.61,unresolved,0,BGN,0.05,other,0.0,T>M,0.15,0.0,0.0,0.0,0.25,3.24,0.25,54.8,False,0.127,GO:0005829,GO:0005737,GO:0005576
5952,402,-1.0,cross-mo,0.407,benign-general,1,CA5A,0.05,collagen,0.05,P>Q,0.55,0.0,0.0,0.0,0.0,3.79,0.15,32.5,False,0.213,GO:0005737,GO:0070062,GO:0005829
5954,1129,0.286,cross-mo,0.601,unresolved,0,TEX35,0.018,transporter,0.089,R>G,1.0,0.0,0.0,0.0,0.0,4.1,1.0,113.3,False,0.314,GO:0005829,GO:0005654,GO:0005737
5957,85,0.286,cross-mo,0.606,unresolved,0,MSH2,0.05,transporter,0.05,V>L,0.55,0.0,0.0,0.0,0.0,0.98,0.05,15.2,False,0.279,GO:0005634,GO:0005886,GO:0016020
5958,317,-1.0,cross-mo,0.572,benign-general,1,SLC5A9,0.05,transporter,0.05,P>S,0.2,0.35,0.0,0.0,0.05,3.34,0.5,48.9,False,0.273,GO:0005737,GO:0005634,GO:0005886
5962,143,0.667,cross-mo,0.588,mechanism:proline-introduction,3,TXNDC16,0.05,other,0.0,L>P,0.5,0.0,0.1,0.0,0.55,4.03,0.0,45.8,False,0.423,GO:0070062,GO:0005829,GO:0005886
5965,205,-1.0,cross-mo,0.618,benign-general,1,NBN,0.2,other,0.0,S>F,0.3,0.0,0.0,0.15,0.2,2.97,0.1,54.2,False,0.176,GO:0005654,GO:0005634,GO:0006302
5966,3436,0.821,dna-driv,0.234,unresolved,0,NF2,0.018,transporter,0.035,L>P,0.094,0.0,0.07,0.076,0.181,3.17,0.35,46.9,False,0.363,GO:0005829,GO:0005634,GO:0005737
5971,108,-1.0,cross-mo,0.59,benign-general,1,RBFOX1,0.15,transporter,0.05,T>K,0.8,0.0,0.0,0.0,0.0,3.32,1.0,53.5,False,0.52,GO:0005634,GO:0005737,GO:0000981
5972,156,-1.0,cross-mo,0.622,benign-general,1,SOX5,0.05,transporter,0.05,Y>N,1.0,0.0,0.0,0.0,0.0,2.2,0.0,79.5,False,0.338,GO:0005634,GO:0005886,GO:0000981
5974,20,-1.0,cross-mo,0.585,unresolved,0,CHRNB1,0.05,other,0.0,P>Q,0.95,0.0,0.0,0.0,0.0,1.88,0.02,31.6,True,0.194,GO:0005886,GO:0005739,GO:0005743
5976,760,0.0,cross-mo,0.603,benign-general,1,KRTAP5-5,0.053,keratin,0.158,S>G,0.237,0.0,0.026,0.053,0.0,2.73,0.45,57.9,False,0.086,GO:0005829,GO:0005634,GO:0042802
5979,70,-1.0,cross-mo,0.552,mechanism:hydrophobicity-switch,2,ITGB3,0.05,other,0.0,Q>L,1.0,0.0,0.0,0.0,0.0,7.3,0.0,22.9,False,0.257,GO:0005886,GO:0005654,GO:0005634
5984,276,0.0,cross-mo,0.606,benign-general,1,NR6A1,0.05,ion_channel,0.05,N>D,0.15,0.0,0.0,0.0,0.0,2.48,0.4,33.4,False,0.181,GO:0005886,GO:0005634,GO:0005654
5988,633,0.385,cross-mo,0.382,unresolved,0,ZNF843,0.065,transporter,0.032,G>R,0.129,0.226,0.0,0.065,0.097,1.76,0.4,53.2,False,0.217,GO:0005634,GO:0005739,GO:0005654
5990,18,0.286,cross-mo,0.576,unresolved,0,ALG1,0.05,other,0.0,P>T,0.45,0.0,0.0,0.05,0.05,3.03,0.15,29.4,False,0.169,GO:0005886,GO:0005737,GO:0005829
5996,137,-1.0,cross-mo,0.582,mechanism:cysteine-gain,4,MMP9,0.05,coagulation,0.1,R>C,1.0,0.0,0.0,1.0,0.0,7.0,1.0,64.9,False,0.254,GO:0005576,GO:0005615,GO:0005886
5997,82,0.667,cross-mo,0.415,unresolved,0,CYBB,0.05,other,0.0,V>F,0.25,0.25,0.0,0.0,0.0,2.84,0.15,40.9,False,0.397,GO:0005829,GO:0005886,GO:0005634
6000,130,-1.0,cross-mo,0.58,benign-general,1,OR5M11,0.05,ion_channel,0.05,Y>C,0.25,0.0,0.0,0.35,0.0,2.95,0.08,71.6,False,0.237,GO:0005886,GO:0005634,GO:0005737
6001,87,0.818,cross-mo,0.589,mechanism:proline-introduction,3,MSH2,0.05,transporter,0.1,T>P,0.8,0.0,0.0,0.0,1.0,1.3,0.05,9.7,False,0.199,GO:0005634,GO:0016020,GO:0005654
6002,132,0.4,cross-mo,0.556,unresolved,0,FMR1,0.05,ion_channel,0.1,V>L,0.15,0.05,0.0,0.1,0.15,2.87,0.35,38.7,False,0.423,GO:0005829,GO:0016020,GO:0005737
6003,174,0.083,cross-mo,0.579,benign-general,1,SLC16A1,0.05,transporter,0.15,I>V,0.9,0.0,0.0,0.0,0.0,0.4,0.0,26.5,False,0.151,GO:0005886,GO:0016020,GO:0005634
6005,1923,0.984,dna-driv,0.249,mechanism:charge-reversal,2,ABCD1,0.031,transporter,0.031,R>G,0.896,0.0,0.0,0.0,0.094,3.95,0.99,107.3,False,0.454,GO:0005634,GO:0005737,GO:0005829
6006,393,0.6,cross-mo,0.6,unresolved,0,EFNB1,0.1,collagen,0.05,K>M,0.15,0.05,0.0,0.0,0.0,4.12,0.5,54.4,False,0.355,GO:0005737,GO:0005654,GO:0005634
6009,323,0.333,cross-mo,0.585,unresolved,0,TNPO2,0.05,other,0.0,P>L,0.3,0.0,0.0,0.05,0.0,3.62,0.35,49.1,False,0.343,GO:0005829,GO:0005886,GO:0016020
6012,14921,0.405,cross-mo,0.601,unresolved,0,SDHA,0.007,transporter,0.023,V>A,0.07,0.072,0.029,0.048,0.028,2.86,0.38,49.3,False,0.246,GO:0005829,GO:0005886,GO:0005634
6014,468,0.091,cross-mo,0.607,benign-general,1,CEL,0.087,transporter,0.087,A>T,0.217,0.087,0.0,0.087,0.174,2.4,0.15,42.5,False,0.242,GO:0005634,GO:0016020,GO:0005654
6015,530,0.0,cross-mo,0.58,benign-general,1,MLH1,0.077,transporter,0.077,M>V,1.0,0.0,0.0,0.0,0.0,2.3,0.0,22.9,False,0.277,GO:0005634,GO:0005829,GO:0005737
6016,8399,0.056,cross-mo,0.626,benign-general,1,MEFV,0.007,transporter,0.072,V>I,0.499,0.0,0.0,0.0,0.0,2.33,0.05,27.6,False,0.177,GO:0005886,GO:0005634,GO:0005829
6021,1474,0.808,cross-mo,0.583,unresolved,0,GCDH,0.027,transporter,0.055,A>T,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.175,GO:0005886,GO:0005737,GO:0005829
6023,362,0.333,cross-mo,0.601,unresolved,0,C1QL1,0.1,keratin,0.05,A>T,0.1,0.35,0.0,0.0,0.0,2.36,0.38,47.6,False,0.132,GO:0005829,GO:0005886,GO:0005737
6025,1227,0.121,cross-mo,0.594,unresolved,0,NGLY1,0.016,transporter,0.049,R>G,0.098,0.0,0.131,0.033,0.016,2.97,0.39,55.2,False,0.206,GO:0005829,GO:0005886,GO:0005737
6026,1092,1.0,dna-driv,0.319,mechanism:charge-reversal,2,KCNQ2,0.074,ion_channel,0.13,D>V,0.296,0.0,0.0,0.0,0.0,6.21,0.98,31.0,False,0.643,GO:0005829,GO:0005886,GO:0005737
6028,91,0.824,cross-mo,0.622,mechanism:charge-reversal,2,FOXP3,0.05,ion_channel,0.1,M>K,1.0,0.0,0.0,0.0,0.0,5.8,1.0,5.7,True,0.252,GO:0005737,GO:0005829,GO:0005634
6029,598,-1.0,cross-mo,0.579,benign-general,1,STK11,0.034,transporter,0.034,P>L,0.103,0.138,0.069,0.0,0.034,3.43,0.38,52.4,False,0.409,GO:0005886,GO:0005829,GO:0005634
6030,2764,0.064,dna-driv,0.244,benign-general,1,NDUFS7,0.014,transporter,0.036,A>V,0.159,0.109,0.022,0.043,0.014,2.71,0.34,41.8,False,0.122,GO:0005737,GO:0005886,GO:0005829
6033,50,0.5,cross-mo,0.596,unresolved,0,ZNF408,0.05,keratin,0.05,L>P,0.15,0.0,0.0,0.1,0.15,3.35,0.42,40.1,False,0.443,GO:0005886,GO:0005829,GO:0005634
6036,25,-1.0,cross-mo,0.58,unresolved,0,RNF135,0.05,transporter,0.05,P>S,0.75,0.05,0.0,0.0,0.0,1.18,0.0,23.0,False,0.17,GO:0005886,GO:0004930,GO:0004984
6037,6095,0.044,cross-mo,0.61,mechanism:hydrophobicity-switch,2,KCNB1,0.013,ion_channel,0.039,T>I,0.931,0.0,0.0,0.0,0.003,5.05,0.06,50.5,False,0.188,GO:0005634,GO:0005886,GO:0005829
6038,3280,0.0,cross-mo,0.629,benign-general,1,PPP1R3F,0.012,ion_channel,0.018,V>I,1.0,0.0,0.0,0.0,0.0,0.3,0.0,26.7,False,0.236,GO:0005634,GO:0005829,GO:0005654
6040,24,0.923,cross-mo,0.563,mechanism:glycine-loss,2,GLA,0.4,other,0.0,G>R,0.65,1.0,0.0,0.0,0.0,3.45,0.7,91.3,False,0.429,GO:0005737,GO:0042803,GO:0005576
6044,119,0.5,cross-mo,0.585,mechanism:hydrophobicity-switch,2,AGPAT2,0.05,transporter,0.05,P>L,1.0,0.0,0.0,0.0,0.0,5.4,0.0,54.0,False,0.203,GO:0005886,GO:0005829,GO:0005739
6049,21991,0.608,protein-,0.668,unresolved,0,LDLR,0.015,transporter,0.034,P>L,0.058,0.075,0.067,0.062,0.041,3.13,0.36,44.4,False,0.246,GO:0005886,GO:0005829,GO:0005634
6050,702,0.846,cross-mo,0.583,unresolved,0,SERPING1,0.086,transporter,0.143,A>V,0.857,0.057,0.0,0.0,0.029,2.57,0.0,50.2,False,0.305,GO:0005886,GO:0005654,GO:0005829
6051,132,-1.0,cross-mo,0.561,benign-general,1,SLC26A1,0.05,transporter,0.05,R>Q,0.1,0.0,0.0,0.0,0.05,3.32,0.35,39.6,False,0.323,GO:0005634,GO:0005737,GO:0005829
6053,120,0.0,cross-mo,0.596,benign-general,1,OR10G4,0.05,transporter,0.2,V>L,0.6,0.0,0.0,0.0,0.0,0.52,0.0,16.0,False,0.159,GO:0005886,GO:0004930,GO:0016020
6056,170,0.0,cross-mo,0.603,benign-general,1,CCL14,0.05,other,0.0,V>M,0.7,0.0,0.0,0.0,0.0,2.35,0.0,21.5,True,0.16,GO:0005739,GO:0005759,GO:0005615
6058,14518,0.003,dna-driv,0.116,benign-general,1,CCDC154,0.007,transporter,0.04,A>T,0.126,0.128,0.004,0.018,0.026,2.12,0.28,38.7,False,0.172,GO:0005886,GO:0005829,GO:0005634
6059,290,0.923,cross-mo,0.579,mechanism:charge-reversal,2,SGSH,0.15,other,0.0,R>H,0.1,0.1,0.0,0.15,0.1,3.95,0.85,55.3,False,0.338,GO:0070062,GO:0005737,GO:0005794
6060,55,1.0,cross-mo,0.566,pathogenic-general,1,PRPH2,0.15,other,0.0,F>L,0.1,0.0,0.05,0.1,0.0,4.04,0.3,44.4,False,0.217,GO:0005886,GO:0005737,GO:0005524
6064,91,0.0,cross-mo,0.597,mechanism:cysteine-gain,4,ALDH4A1,0.05,keratin,0.3,Y>C,0.2,0.1,0.0,0.45,0.05,3.84,0.25,57.2,False,0.161,GO:0005829,GO:0045095,GO:0005886
6065,97,0.778,cross-mo,0.581,unresolved,0,HSD11B2,0.05,ion_channel,0.05,M>T,0.05,0.0,0.0,0.05,0.1,2.97,0.28,50.7,False,0.514,GO:0005737,GO:0005634,GO:0005654
6066,3017,0.254,dna-driv,0.216,unresolved,0,TRDN,0.02,transporter,0.04,E>K,0.12,0.107,0.013,0.04,0.007,2.2,0.54,37.5,False,0.143,GO:0005829,GO:0005634,GO:0005654
6067,20559,0.506,cross-mo,0.618,unresolved,0,LDLR,0.008,transporter,0.017,E>K,0.056,0.096,0.071,0.016,0.034,2.56,0.56,49.0,False,0.236,GO:0005634,GO:0005886,GO:0005829
6068,96,-1.0,cross-mo,0.584,benign-general,1,MOCOS,0.05,ion_channel,0.05,S>R,1.0,0.0,0.0,0.0,0.0,3.7,1.0,84.4,False,0.167,GO:0005829,GO:0005886,GO:0005615
6069,229,-1.0,cross-mo,0.603,mechanism:glycine-loss,2,LZTR1,0.05,keratin,0.05,G>E,1.0,1.0,0.0,0.0,0.0,3.1,1.0,78.3,False,0.38,GO:0005654,GO:0005829,GO:0005737
6070,18,1.0,cross-mo,0.574,gene-family:ion_channel,4,KCNQ1,0.2,ion_channel,0.65,W>S,0.3,0.0,0.0,0.15,0.0,2.73,0.25,93.7,False,0.47,GO:0005886,GO:0008076,GO:0071805
6072,5157,0.763,dna-driv,0.199,unresolved,0,TP53,0.019,transporter,0.039,L>R,0.16,0.101,0.043,0.016,0.187,4.03,0.62,51.0,False,0.363,GO:0005829,GO:0005634,GO:0005737
6073,15,-1.0,cross-mo,0.549,unresolved,0,DHRSX,0.05,keratin,0.05,Q>E,0.7,0.0,0.0,0.0,0.05,0.38,0.85,14.9,False,0.434,GO:0005829,GO:0005634,GO:0005737
6074,15,0.9,cross-mo,0.586,mechanism:cysteine-gain,4,MAP2K1,0.15,RAS_MAPK,0.25,Y>C,0.6,0.0,0.0,0.6,0.05,2.98,0.1,68.7,False,0.356,GO:0005634,GO:0005829,GO:0005524
6076,317,-1.0,cross-mo,0.595,benign-general,1,KBTBD13,0.1,transporter,0.1,S>F,0.15,0.0,0.0,0.0,0.0,3.74,0.35,57.9,False,0.113,GO:0005829,GO:0005886,GO:0005737
6079,530,0.0,cross-mo,0.615,benign-general,1,MCOLN1,0.038,transporter,0.231,S>L,0.538,0.0,0.0,0.0,0.0,4.27,0.0,86.6,False,0.261,GO:0005886,GO:0016020,GO:0004930
6082,73,-1.0,cross-mo,0.593,mechanism:hydrophobicity-switch,2,TRPC6,0.05,transporter,0.05,T>I,1.0,0.0,0.0,0.0,0.0,5.2,0.0,50.6,False,0.12,GO:0005886,GO:0005615,GO:0005576
6083,607,-1.0,cross-mo,0.604,benign-general,1,BCL11B,0.067,ion_channel,0.033,K>E,0.967,0.0,0.0,0.0,0.0,0.49,1.97,30.9,False,0.286,GO:0005634,GO:0005737,GO:0005654
6084,58,0.444,cross-mo,0.563,unresolved,0,HPDL,0.1,keratin,0.05,G>R,0.2,0.2,0.15,0.0,0.0,4.58,0.72,62.2,False,0.39,GO:0005829,GO:0005737,GO:0005654
6085,87,-1.0,cross-mo,0.585,gene-family:keratin,4,KRTAP10-2,0.1,keratin,0.95,C>S,0.4,0.0,1.0,0.0,0.0,3.22,0.1,54.2,False,0.086,GO:0005829,GO:0045095,GO:0005882
6086,11,1.0,cross-mo,0.564,unresolved,0,ACVRL1,0.2,RAS_MAPK,0.05,R>G,0.15,0.1,0.0,0.05,0.1,2.65,0.6,53.9,False,0.313,GO:0005886,GO:0045944,GO:0007165
6087,280,1.0,cross-mo,0.591,mechanism:hydrophobicity-switch,2,GCDH,0.05,transporter,0.05,P>L,0.4,0.0,0.0,0.0,0.0,6.01,0.42,39.6,False,0.167,GO:0005829,GO:0016020,GO:0005737
6088,378,-1.0,cross-mo,0.621,benign-general,1,TRMT9B,0.05,transporter,0.05,V>G,1.0,0.0,0.0,0.0,0.0,4.6,0.0,79.9,False,0.417,GO:0005634,GO:0005654,GO:0005829
6089,65,0.571,cross-mo,0.589,unresolved,0,POMGNT1,0.1,transporter,0.1,T>I,0.8,0.0,0.0,0.0,0.0,4.63,0.0,43.4,False,0.187,GO:0005886,GO:0005829,GO:0016020
6094,393,-1.0,cross-mo,0.584,benign-general,1,STK11,0.1,transporter,0.05,S>L,0.15,0.15,0.0,0.0,0.05,3.67,0.38,45.5,False,0.261,GO:0005886,GO:0005654,GO:0005634
6098,17,-1.0,cross-mo,0.564,unresolved,0,GATA4,0.1,other,0.0,P>T,0.5,0.0,0.0,0.0,0.05,2.1,0.0,21.9,False,0.527,GO:0005634,GO:0005654,GO:0000785
6099,1397,0.927,cross-mo,0.572,mechanism:charge-reversal,2,ALPL,0.043,transporter,0.014,G>D,1.0,1.0,0.0,0.0,0.0,3.1,1.0,51.0,False,0.199,GO:0005829,GO:0005737,GO:0005739
6100,117,0.727,cross-mo,0.572,unresolved,0,FH,0.15,other,0.0,R>C,0.2,0.0,0.0,0.2,0.0,4.99,0.8,65.2,False,0.248,GO:0005737,GO:0005829,GO:0005739
6102,31,-1.0,cross-mo,0.571,mechanism:hydrophobicity-switch,2,EXT1,0.1,other,0.0,H>L,0.3,0.0,0.05,0.05,0.0,6.15,0.7,32.8,False,0.461,GO:0005634,GO:0005737,GO:0046872
6103,40,0.0,cross-mo,0.589,mechanism:hydrophobicity-switch,2,SPATA32,0.05,other,0.0,L>P,0.95,0.0,0.0,0.0,0.95,5.36,0.0,55.2,False,0.35,GO:0005634,GO:0008270,GO:0005654
6104,3807,0.082,cross-mo,0.579,benign-general,1,G6PD,0.016,transporter,0.032,R>H,0.726,0.0,0.0,0.079,0.011,2.0,0.63,28.3,False,0.182,GO:0005886,GO:0005737,GO:0005829
6105,69,-1.0,cross-mo,0.576,mechanism:glycine-loss,2,EDA,0.05,keratin,0.05,G>A,0.95,0.95,0.0,0.0,0.0,2.36,0.05,29.6,False,0.521,GO:0005634,GO:0005886,GO:0005829
6108,4142,0.134,cross-mo,0.561,unresolved,0,MSH2,0.029,transporter,0.024,A>T,0.406,0.0,0.0,0.0,0.039,2.7,0.07,26.8,False,0.256,GO:0005886,GO:0005829,GO:0005737
6111,566,0.556,cross-mo,0.613,unresolved,0,CHADL,0.036,RAS_MAPK,0.036,P>R,1.0,0.0,0.0,0.0,0.0,2.9,1.0,60.7,False,0.123,GO:0005829,GO:0005737,GO:0005886
6112,38,0.733,cross-mo,0.568,mechanism:cysteine-gain,4,ERCC2,0.15,ion_channel,0.05,R>C,0.5,0.05,0.0,0.5,0.0,4.78,0.82,51.2,False,0.154,GO:0005737,GO:0005524,GO:0005634
6113,131,0.75,cross-mo,0.568,unresolved,0,BRAF,0.15,RAS_MAPK,0.25,G>E,0.1,0.3,0.1,0.0,0.0,2.39,0.38,46.8,False,0.408,GO:0005886,GO:0005829,GO:0005634
6114,2125,0.65,cross-mo,0.567,unresolved,0,ACADM,0.019,transporter,0.028,V>G,0.038,0.066,0.019,0.028,0.038,2.84,0.33,45.9,False,0.288,GO:0005829,GO:0005737,GO:0005886
6116,125,0.429,cross-mo,0.57,unresolved,0,RSL24D1,0.05,transporter,0.05,M>I,0.95,0.0,0.0,0.0,0.0,2.73,0.0,6.1,False,0.401,GO:0005737,GO:0005634,GO:0005829
6118,102,-1.0,cross-mo,0.567,benign-general,1,ZNF665,0.1,other,0.0,C>Y,1.0,0.0,1.0,0.0,0.0,3.8,0.0,85.1,False,0.096,GO:0005634,GO:0008270,GO:0000981
6121,107,0.667,cross-mo,0.594,mechanism:charge-reversal,2,SLC26A4,0.15,transporter,0.2,S>R,0.85,0.0,0.0,0.0,0.05,3.63,0.85,81.9,False,0.034,GO:0016020,GO:0005886,GO:0005737
6124,8482,0.188,dna-driv,0.173,unresolved,0,TP53,0.007,transporter,0.024,S>R,0.05,0.085,0.007,0.075,0.007,2.98,0.45,42.8,False,0.209,GO:0005886,GO:0005829,GO:0005634
